Date,Mode,Category,Note,Amount,Income/Expense,Currency,year,month,Transaction_id
09-01-2018,Cash,Groceries,Bread,34,Expense,INR,2018,January,TXN1719
10-01-2018,Saving Bank account 1,Groceries,Rajgira ladu,40,Expense,INR,2018,January,TXN1720
11-01-2018,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2018,January,TXN1721
11-01-2018,Saving Bank account 1,Groceries,Eggs,42,Expense,INR,2018,January,TXN1722
12-01-2018,Cash,Healthcare,Lab Tests,500,Expense,INR,2018,January,TXN1723
12-01-2018,Credit Card,Utilities,Kirana,226,Expense,INR,2018,January,TXN1724
13-01-2018,Saving Bank account 1,Discretionary,Laundry,80,Expense,INR,2018,January,TXN1725
13-01-2018,Cash,Healthcare,Medicine,740,Expense,INR,2018,January,TXN1726
14-01-2018,Cash,Transportation,Train,40,Expense,INR,2018,January,TXN1727
14-01-2018,Credit Card,Utilities,Hardware,798,Expense,INR,2018,January,TXN1728
14-01-2018,Cash,Transportation,auto,20,Expense,INR,2018,January,TXN1729
14-01-2018,Cash,Transportation,auto,25,Expense,INR,2018,January,TXN1730
14-01-2018,Cash,Transportation,auto,23,Expense,INR,2018,January,TXN1731
14-01-2018,Cash,Transportation,auto,40,Expense,INR,2018,January,TXN1732
14-01-2018,Cash,Transportation,auto,15,Expense,INR,2018,January,TXN1733
14-01-2018,Credit Card,Discretionary,Clothing,199,Expense,INR,2018,January,TXN1734
15-01-2018,Saving Bank account 1,Transportation,auto,266,Expense,INR,2018,January,TXN1735
15-01-2018,Cash,Transportation,Train,40,Expense,INR,2018,January,TXN1736
15-01-2018,Cash,Groceries,Grocery,38,Expense,INR,2018,January,TXN1737
15-01-2018,Credit Card,Groceries,Sweets,284,Expense,INR,2018,January,TXN1738
16-01-2018,Cash,Utilities,Kirana,165,Expense,INR,2018,January,TXN1739
16-01-2018,Credit Card,Discretionary,Leisure,298,Expense,INR,2018,January,TXN1740
16-01-2018,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2018,January,TXN1741
18-01-2018,Saving Bank account 1,Transportation,Bike,50000,Expense,INR,2018,January,TXN1742
18-01-2018,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2018,January,TXN1743
18-01-2018,Saving Bank account 1,Groceries,Eggs,42,Expense,INR,2018,January,TXN1744
18-01-2018,Credit Card,Groceries,Lunch,219,Expense,INR,2018,January,TXN1745
19-01-2018,Cash,Groceries,Bread,20,Expense,INR,2018,January,TXN1746
19-01-2018,Saving Bank account 1,Utilities,Kirana,53,Expense,INR,2018,January,TXN1747
19-01-2018,Saving Bank account 1,Groceries,Bread,17,Expense,INR,2018,January,TXN1748
19-01-2018,Cash,Utilities,Kirana,46,Expense,INR,2018,January,TXN1749
20-01-2018,Credit Card,Communication,Tata Sky,179,Expense,INR,2018,January,TXN1750
20-01-2018,Saving Bank account 1,Groceries,Bread,45,Expense,INR,2018,January,TXN1751
20-01-2018,Saving Bank account 1,Groceries,Biscuits,10,Expense,INR,2018,January,TXN1752
20-01-2018,Saving Bank account 1,Miscellaneous,No notes available!,2,Income,INR,2018,January,TXN1753
21-01-2018,Credit Card,Groceries,Dinner,384,Expense,INR,2018,January,TXN1754
22-01-2018,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2018,January,TXN1755
22-01-2018,Saving Bank account 1,Healthcare,Medicine,30,Expense,INR,2018,January,TXN1756
22-01-2018,Cash,Groceries,flour mill,162,Expense,INR,2018,January,TXN1757
22-01-2018,Saving Bank account 1,Groceries,flour mill,14,Expense,INR,2018,January,TXN1758
23-01-2018,Credit Card,Utilities,Kirana,273,Expense,INR,2018,January,TXN1759
24-01-2018,Cash,Groceries,Milk,35,Expense,INR,2018,January,TXN1760
25-01-2018,Cash,Groceries,Lunch,70,Expense,INR,2018,January,TXN1761
26-01-2018,Cash,Groceries,Potato,25,Expense,INR,2018,January,TXN1762
26-01-2018,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2018,January,TXN1763
26-01-2018,Saving Bank account 1,Groceries,Rajgira ladu,20,Expense,INR,2018,January,TXN1764
26-01-2018,Credit Card,Discretionary,Clothing,1009,Expense,INR,2018,January,TXN1765
26-01-2018,Cash,Transportation,Train,20,Expense,INR,2018,January,TXN1766
26-01-2018,Cash,Transportation,auto,15,Expense,INR,2018,January,TXN1767
26-01-2018,Cash,Utilities,Kirana,38,Expense,INR,2018,January,TXN1768
27-01-2018,Saving Bank account 1,Transportation,Bike,43000,Expense,INR,2018,January,TXN1769
28-01-2018,Credit Card,Utilities,Kirana,764,Expense,INR,2018,January,TXN1770
28-01-2018,Credit Card,Utilities,Kirana,976.9,Expense,INR,2018,January,TXN1771
28-01-2018,Saving Bank account 1,Groceries,snacks,24,Expense,INR,2018,January,TXN1772
29-01-2018,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2018,January,TXN1773
29-01-2018,Saving Bank account 1,Groceries,Eggs,42,Expense,INR,2018,January,TXN1774
29-01-2018,Saving Bank account 1,Groceries,Biscuits,45,Expense,INR,2018,January,TXN1775
30-01-2018,Saving Bank account 1,Utilities,Kitchen,10,Expense,INR,2018,January,TXN1776
30-01-2018,Saving Bank account 1,Groceries,Grocery,20,Expense,INR,2018,January,TXN1777
30-01-2018,Cash,Healthcare,Pocket money,100,Expense,INR,2018,January,TXN1778
31-01-2018,Saving Bank account 1,Salary,No notes available!,64636,Income,INR,2018,January,TXN1779
31-01-2018,Saving Bank account 1,Transportation,Bike,50,Expense,INR,2018,January,TXN1780
31-01-2018,Cash,Groceries,Dinner,320,Expense,INR,2018,January,TXN1781
31-01-2018,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2018,January,TXN1782
01-02-2018,Saving Bank account 1,Miscellaneous,Home,10000,Expense,INR,2018,February,TXN1783
01-02-2018,Cash,Utilities,No notes available!,2000,Expense,INR,2018,February,TXN1784
01-02-2018,Saving Bank account 1,Groceries,vegetables,15,Expense,INR,2018,February,TXN1785
01-02-2018,Saving Bank account 1,Groceries,fruits,30,Expense,INR,2018,February,TXN1786
02-02-2018,Cash,Healthcare,Pocket money,170,Expense,INR,2018,February,TXN1787
02-02-2018,Saving Bank account 1,Miscellaneous,No notes available!,6,Income,INR,2018,February,TXN1788
02-02-2018,Saving Bank account 1,Groceries,Lunch,82,Expense,INR,2018,February,TXN1789
03-02-2018,Saving Bank account 1,Groceries,Ice cream,10,Expense,INR,2018,February,TXN1790
03-02-2018,Credit Card,Transportation,Travels,945,Expense,INR,2018,February,TXN1791
03-02-2018,Cash,Miscellaneous,No notes available!,6,Income,INR,2018,February,TXN1792
04-02-2018,Saving Bank account 1,Groceries,Milk,35,Expense,INR,2018,February,TXN1793
04-02-2018,Saving Bank account 1,Groceries,Lunch,50,Expense,INR,2018,February,TXN1794
04-02-2018,Credit Card,Groceries,Dinner,452,Expense,INR,2018,February,TXN1795
05-02-2018,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2018,February,TXN1796
05-02-2018,Saving Bank account 1,Groceries,Biscuits,45,Expense,INR,2018,February,TXN1797
05-02-2018,Saving Bank account 1,Groceries,Grocery,220,Expense,INR,2018,February,TXN1798
05-02-2018,Cash,Healthcare,Pocket money,500,Expense,INR,2018,February,TXN1799
06-02-2018,Credit Card,Discretionary,Movie,312,Expense,INR,2018,February,TXN1800
08-02-2018,Saving Bank account 1,Groceries,Onions,25,Expense,INR,2018,February,TXN1801
08-02-2018,Saving Bank account 1,Groceries,snacks,35,Expense,INR,2018,February,TXN1802
08-02-2018,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2018,February,TXN1803
09-02-2018,Saving Bank account 1,Discretionary,Laundry,98,Expense,INR,2018,February,TXN1804
10-02-2018,Saving Bank account 1,Groceries,Milk,69,Expense,INR,2018,February,TXN1805
11-02-2018,Cash,Transportation,auto,30,Expense,INR,2018,February,TXN1806
11-02-2018,Cash,Groceries,Dinner,235,Expense,INR,2018,February,TXN1807
11-02-2018,Cash,Transportation,auto,15,Expense,INR,2018,February,TXN1808
11-02-2018,Cash,Groceries,snacks,15,Expense,INR,2018,February,TXN1809
11-02-2018,Cash,Transportation,Train,40,Expense,INR,2018,February,TXN1810
12-02-2018,Cash,Groceries,flour mill,162,Expense,INR,2018,February,TXN1811
12-02-2018,Saving Bank account 1,Groceries,curd,30,Expense,INR,2018,February,TXN1812
12-02-2018,Saving Bank account 1,Groceries,Eggs,36,Expense,INR,2018,February,TXN1813
13-02-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,February,TXN1814
13-02-2018,Saving Bank account 1,Groceries,Grocery,72,Expense,INR,2018,February,TXN1815
13-02-2018,Saving Bank account 1,Groceries,Bread,35,Expense,INR,2018,February,TXN1816
13-02-2018,Credit Card,Groceries,Potato,25,Expense,INR,2018,February,TXN1817
14-02-2018,Saving Bank account 1,Groceries,snacks,60,Expense,INR,2018,February,TXN1818
15-02-2018,Credit Card,Utilities,Kirana,117,Expense,INR,2018,February,TXN1819
15-02-2018,Saving Bank account 1,Groceries,Grocery,30,Expense,INR,2018,February,TXN1820
15-02-2018,Saving Bank account 1,Groceries,Ice cream,35,Expense,INR,2018,February,TXN1821
16-02-2018,Saving Bank account 1,Groceries,snacks,45,Expense,INR,2018,February,TXN1822
16-02-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,February,TXN1823
16-02-2018,Saving Bank account 1,Groceries,Biscuits,45,Expense,INR,2018,February,TXN1824
17-02-2018,Cash,Groceries,Lunch,30,Expense,INR,2018,February,TXN1825
17-02-2018,Cash,Transportation,Bike,20,Expense,INR,2018,February,TXN1826
17-02-2018,Credit Card,Healthcare,clothes,3598,Expense,INR,2018,February,TXN1827
17-02-2018,Credit Card,Groceries,Dinner,1783,Expense,INR,2018,February,TXN1828
19-02-2018,Saving Bank account 1,Groceries,snacks,24,Expense,INR,2018,February,TXN1829
19-02-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,February,TXN1830
19-02-2018,Saving Bank account 1,Discretionary,grooming,170,Expense,INR,2018,February,TXN1831
19-02-2018,Saving Bank account 1,Miscellaneous,No notes available!,170,Income,INR,2018,February,TXN1832
20-02-2018,Saving Bank account 1,Utilities,Appliances,2600,Expense,INR,2018,February,TXN1833
22-02-2018,Saving Bank account 1,Groceries,Lunch,192,Expense,INR,2018,February,TXN1834
22-02-2018,Saving Bank account 1,Groceries,Onions,20,Expense,INR,2018,February,TXN1835
22-02-2018,Saving Bank account 1,Groceries,beverage,20,Expense,INR,2018,February,TXN1836
22-02-2018,Saving Bank account 1,Communication,Tata Sky,157,Expense,INR,2018,February,TXN1837
23-02-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,February,TXN1838
23-02-2018,Saving Bank account 1,Groceries,Rajgira ladu,20,Expense,INR,2018,February,TXN1839
23-02-2018,Cash,Healthcare,Medicine,128,Expense,INR,2018,February,TXN1840
24-02-2018,Saving Bank account 1,Groceries,Bread,40,Expense,INR,2018,February,TXN1841
26-02-2018,Credit Card,Transportation,Bike,443,Expense,INR,2018,February,TXN1842
26-02-2018,Saving Bank account 1,Groceries,Milk,73,Expense,INR,2018,February,TXN1843
26-02-2018,Saving Bank account 1,Groceries,beverage,17,Expense,INR,2018,February,TXN1844
26-02-2018,Saving Bank account 1,Utilities,Toiletries,140,Expense,INR,2018,February,TXN1845
27-02-2018,Cash,Groceries,Lunch,30,Expense,INR,2018,February,TXN1846
27-02-2018,Credit Card,Utilities,Kirana,38,Expense,INR,2018,February,TXN1847
28-02-2018,Saving Bank account 1,Salary,No notes available!,64556,Income,INR,2018,February,TXN1848
28-02-2018,Credit Card,Groceries,Potato,18,Expense,INR,2018,February,TXN1849
28-02-2018,Credit Card,Groceries,Onions,30,Expense,INR,2018,February,TXN1850
28-02-2018,Saving Bank account 1,Groceries,Milk,36,Expense,INR,2018,February,TXN1851
28-02-2018,Saving Bank account 1,Groceries,Biscuits,45,Expense,INR,2018,February,TXN1852
01-03-2018,Saving Bank account 1,Miscellaneous,Home,10000,Expense,INR,2018,March,TXN1853
01-03-2018,Cash,Groceries,Eggs,36,Expense,INR,2018,March,TXN1854
01-03-2018,Credit Card,Groceries,Dinner,189,Expense,INR,2018,March,TXN1855
02-03-2018,Saving Bank account 1,Groceries,Ice cream,15,Expense,INR,2018,March,TXN1856
03-03-2018,Saving Bank account 1,Mutual Funds,No notes available!,78,Income,INR,2018,March,TXN1857
03-03-2018,Saving Bank account 1,Groceries,Milk,36,Expense,INR,2018,March,TXN1858
04-03-2018,Cash,Groceries,Lunch,130,Expense,INR,2018,March,TXN1859
04-03-2018,Cash,Healthcare,Pocket money,450,Expense,INR,2018,March,TXN1860
05-03-2018,Saving Bank account 1,Miscellaneous,No notes available!,10,Expense,INR,2018,March,TXN1861
05-03-2018,Credit Card,Utilities,Kirana,972,Expense,INR,2018,March,TXN1862
05-03-2018,Credit Card,Utilities,Kirana,1357,Expense,INR,2018,March,TXN1863
05-03-2018,Saving Bank account 1,Groceries,flour mill,162,Expense,INR,2018,March,TXN1864
05-03-2018,Cash,Groceries,Ice cream,20,Expense,INR,2018,March,TXN1865
06-03-2018,Cash,Healthcare,Pocket money,50,Expense,INR,2018,March,TXN1866
06-03-2018,Cash,Groceries,Milk,36,Expense,INR,2018,March,TXN1867
06-03-2018,Saving Bank account 1,Miscellaneous,No notes available!,3500,Income,INR,2018,March,TXN1868
06-03-2018,Saving Bank account 1,Education,Stationary,4,Expense,INR,2018,March,TXN1869
06-03-2018,Cash,Healthcare,Medicine,22,Expense,INR,2018,March,TXN1870
06-03-2018,Cash,Healthcare,Medicine,172,Expense,INR,2018,March,TXN1871
06-03-2018,Credit Card,Education,Courier,50,Expense,INR,2018,March,TXN1872
07-03-2018,Saving Bank account 1,Discretionary,Holi,20,Expense,INR,2018,March,TXN1873
07-03-2018,Saving Bank account 1,Groceries,snacks,30,Expense,INR,2018,March,TXN1874
08-03-2018,Saving Bank account 1,Discretionary,Laundry,91,Expense,INR,2018,March,TXN1875
08-03-2018,Cash,Miscellaneous,No notes available!,500,Income,INR,2018,March,TXN1876
08-03-2018,Cash,Groceries,Bread,40,Expense,INR,2018,March,TXN1877
08-03-2018,Cash,Groceries,Eggs,36,Expense,INR,2018,March,TXN1878
08-03-2018,Saving Bank account 1,Communication,Mahanagar Gas,540,Expense,INR,2018,March,TXN1879
08-03-2018,Cash,Groceries,Milk,36,Expense,INR,2018,March,TXN1880
10-03-2018,Cash,Utilities,Hardware,300,Expense,INR,2018,March,TXN1881
10-03-2018,Cash,Groceries,Milk,36,Expense,INR,2018,March,TXN1882
10-03-2018,Cash,Groceries,Milk,72,Expense,INR,2018,March,TXN1883
10-03-2018,Cash,Healthcare,Health,77,Expense,INR,2018,March,TXN1884
12-03-2018,Saving Bank account 1,Transportation,train,1293,Expense,INR,2018,March,TXN1885
13-03-2018,Saving Bank account 1,Groceries,Milk,36,Expense,INR,2018,March,TXN1886
13-03-2018,Cash,Healthcare,Pocket money,480,Expense,INR,2018,March,TXN1887
14-03-2018,Cash,Utilities,Kirana,140,Expense,INR,2018,March,TXN1888
14-03-2018,Cash,Groceries,Onions,40,Expense,INR,2018,March,TXN1889
14-03-2018,Credit Card,Groceries,Dinner,578,Expense,INR,2018,March,TXN1890
15-03-2018,Saving Bank account 1,Groceries,Milk,36,Expense,INR,2018,March,TXN1891
15-03-2018,Cash,Groceries,Lunch,60,Expense,INR,2018,March,TXN1892
17-03-2018,Saving Bank account 1,Groceries,Milk,37,Expense,INR,2018,March,TXN1893
17-03-2018,Cash,Groceries,Lunch,30,Expense,INR,2018,March,TXN1894
18-03-2018,Cash,Transportation,Bike,10,Expense,INR,2018,March,TXN1895
18-03-2018,Cash,Groceries,snacks,15,Expense,INR,2018,March,TXN1896
18-03-2018,Credit Card,Healthcare,clothes,799,Expense,INR,2018,March,TXN1897
18-03-2018,Cash,Groceries,snacks,50,Expense,INR,2018,March,TXN1898
18-03-2018,Cash,Groceries,snacks,30,Expense,INR,2018,March,TXN1899
18-03-2018,Cash,Groceries,Tea,10,Expense,INR,2018,March,TXN1900
18-03-2018,Cash,Transportation,Train,20,Expense,INR,2018,March,TXN1901
18-03-2018,Credit Card,Healthcare,clothes,498,Expense,INR,2018,March,TXN1902
20-03-2018,Cash,Groceries,Milk,36,Expense,INR,2018,March,TXN1903
20-03-2018,Cash,Groceries,Eggs,36,Expense,INR,2018,March,TXN1904
20-03-2018,Cash,Groceries,breakfast,18,Expense,INR,2018,March,TXN1905
20-03-2018,Credit Card,Groceries,snacks,215.75,Expense,INR,2018,March,TXN1906
20-03-2018,Saving Bank account 2,Miscellaneous,No notes available!,17,Expense,INR,2018,March,TXN1907
20-03-2018,Credit Card,Groceries,Dinner,246,Expense,INR,2018,March,TXN1908
21-03-2018,Cash,Healthcare,Pocket money,50,Expense,INR,2018,March,TXN1909
21-03-2018,Credit Card,Utilities,Kirana,38,Expense,INR,2018,March,TXN1910
21-03-2018,Saving Bank account 1,Groceries,snacks,24,Expense,INR,2018,March,TXN1911
22-03-2018,Cash,Groceries,vegetables,15,Expense,INR,2018,March,TXN1912
22-03-2018,Saving Bank account 1,Groceries,flour mill,7,Expense,INR,2018,March,TXN1913
22-03-2018,Saving Bank account 1,Utilities,Kirana,153,Expense,INR,2018,March,TXN1914
22-03-2018,Saving Bank account 1,Groceries,snacks,150,Expense,INR,2018,March,TXN1915
22-03-2018,Cash,Groceries,snacks,150,Expense,INR,2018,March,TXN1916
22-03-2018,Cash,Groceries,Rajgira ladu,20,Expense,INR,2018,March,TXN1917
22-03-2018,Cash,Groceries,Milk,72,Expense,INR,2018,March,TXN1918
23-03-2018,Cash,Discretionary,Books,100,Expense,INR,2018,March,TXN1919
25-03-2018,Credit Card,Groceries,Tea,240,Expense,INR,2018,March,TXN1920
25-03-2018,Credit Card,Groceries,snacks,80,Expense,INR,2018,March,TXN1921
25-03-2018,Cash,Groceries,snacks,160,Expense,INR,2018,March,TXN1922
25-03-2018,Cash,Groceries,Tea,20,Expense,INR,2018,March,TXN1923
25-03-2018,Cash,Groceries,snacks,25,Expense,INR,2018,March,TXN1924
25-03-2018,Cash,Transportation,Bike,10,Expense,INR,2018,March,TXN1925
25-03-2018,Saving Bank account 1,Mutual Funds,No notes available!,40.5,Income,INR,2018,March,TXN1926
26-03-2018,Credit Card,Communication,Tata Sky,157,Expense,INR,2018,March,TXN1927
26-03-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,March,TXN1928
27-03-2018,Cash,Groceries,breakfast,35,Expense,INR,2018,March,TXN1929
29-03-2018,Credit Card,Groceries,Dinner,1234,Expense,INR,2018,March,TXN1930
30-03-2018,Cash,Groceries,snacks,25,Expense,INR,2018,March,TXN1931
30-03-2018,Cash,Groceries,vegetables,20,Expense,INR,2018,March,TXN1932
30-03-2018,Cash,Groceries,Milk,72,Expense,INR,2018,March,TXN1933
31-03-2018,Cash,Transportation,Train,30,Expense,INR,2018,March,TXN1934
31-03-2018,Saving Bank account 1,Interest,No notes available!,589,Income,INR,2018,March,TXN1935
31-03-2018,Saving Bank account 1,Transportation,Bike,10,Expense,INR,2018,March,TXN1936
31-03-2018,Credit Card,Groceries,Lunch,419,Expense,INR,2018,March,TXN1937
31-03-2018,Saving Bank account 1,Salary,No notes available!,64636,Income,INR,2018,March,TXN1938
31-03-2018,Credit Card,Groceries,Dinner,244,Expense,INR,2018,March,TXN1939
31-03-2018,Saving Bank account 1,Groceries,Ice cream,45,Expense,INR,2018,March,TXN1940
01-04-2018,Saving Bank account 1,Miscellaneous,Home,10005.9,Expense,INR,2018,April,TXN1941
01-04-2018,Cash,Groceries,Milk,72,Expense,INR,2018,April,TXN1942
01-04-2018,Saving Bank account 2,Interest,No notes available!,345.15,Income,INR,2018,April,TXN1943
01-04-2018,Saving Bank account 1,Miscellaneous,No notes available!,24.78,Expense,INR,2018,April,TXN1944
01-04-2018,Saving Bank account 1,Miscellaneous,No notes available!,5.9,Expense,INR,2018,April,TXN1945
01-04-2018,Saving Bank account 2,Interest,No notes available!,345,Income,INR,2018,April,TXN1946
02-04-2018,Credit Card,Utilities,Hardware,149,Expense,INR,2018,April,TXN1947
02-04-2018,Cash,Groceries,Grocery,24,Expense,INR,2018,April,TXN1948
02-04-2018,Cash,Transportation,Bike,20,Expense,INR,2018,April,TXN1949
02-04-2018,Cash,Groceries,Onions,36,Expense,INR,2018,April,TXN1950
02-04-2018,Cash,Groceries,curd,20,Expense,INR,2018,April,TXN1951
02-04-2018,Cash,Utilities,No notes available!,2000,Expense,INR,2018,April,TXN1952
05-04-2018,Cash,Utilities,Kirana,38,Expense,INR,2018,April,TXN1953
05-04-2018,Cash,Groceries,Lunch,130,Expense,INR,2018,April,TXN1954
05-04-2018,Cash,Groceries,Milk,72,Expense,INR,2018,April,TXN1955
05-04-2018,Cash,Groceries,Eggs,36,Expense,INR,2018,April,TXN1956
06-04-2018,Saving Bank account 1,Miscellaneous,Home,24500,Expense,INR,2018,April,TXN1957
07-04-2018,Cash,Groceries,Milk,36,Expense,INR,2018,April,TXN1958
07-04-2018,Cash,Utilities,Kirana,24,Expense,INR,2018,April,TXN1959
07-04-2018,Credit Card,Utilities,Kirana,1857,Expense,INR,2018,April,TXN1960
09-04-2018,Cash,Groceries,Milk,72,Expense,INR,2018,April,TXN1961
09-04-2018,Cash,Groceries,Grocery,10,Expense,INR,2018,April,TXN1962
10-04-2018,Cash,Groceries,breakfast,18,Expense,INR,2018,April,TXN1963
10-04-2018,Saving Bank account 1,Miscellaneous,No notes available!,250,Expense,INR,2018,April,TXN1964
10-04-2018,Cash,Groceries,Lunch,70,Expense,INR,2018,April,TXN1965
12-04-2018,Cash,Groceries,Lunch,130,Expense,INR,2018,April,TXN1966
12-04-2018,Cash,Groceries,snacks,20,Expense,INR,2018,April,TXN1967
12-04-2018,Cash,Utilities,Kirana,112,Expense,INR,2018,April,TXN1968
12-04-2018,Credit Card,Communication,Netflix,199,Expense,INR,2018,April,TXN1969
13-04-2018,Cash,Healthcare,Lab Tests,700,Expense,INR,2018,April,TXN1970
14-04-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,April,TXN1971
14-04-2018,Saving Bank account 1,Groceries,Biscuits,45,Expense,INR,2018,April,TXN1972
14-04-2018,Saving Bank account 1,Groceries,Grocery,40,Expense,INR,2018,April,TXN1973
14-04-2018,Saving Bank account 1,Utilities,Kirana,107,Expense,INR,2018,April,TXN1974
15-04-2018,Cash,Groceries,Lunch,70,Expense,INR,2018,April,TXN1975
15-04-2018,Cash,Transportation,Train,20,Expense,INR,2018,April,TXN1976
15-04-2018,Cash,Transportation,Bike,10,Expense,INR,2018,April,TXN1977
15-04-2018,Credit Card,Healthcare,makeup,525,Expense,INR,2018,April,TXN1978
15-04-2018,Credit Card,Utilities,Kitchen,799,Expense,INR,2018,April,TXN1979
15-04-2018,Cash,Groceries,Tea,20,Expense,INR,2018,April,TXN1980
15-04-2018,Cash,Groceries,snacks,70,Expense,INR,2018,April,TXN1981
16-04-2018,Saving Bank account 1,Education,Stationary,21,Expense,INR,2018,April,TXN1982
16-04-2018,Saving Bank account 1,Discretionary,Laundry,63,Expense,INR,2018,April,TXN1983
16-04-2018,Saving Bank account 1,Utilities,Kirana,270,Expense,INR,2018,April,TXN1984
16-04-2018,Saving Bank account 1,Utilities,Kirana,265,Expense,INR,2018,April,TXN1985
16-04-2018,Credit Card,Utilities,Kirana,450,Expense,INR,2018,April,TXN1986
17-04-2018,Cash,Groceries,Milk,72,Expense,INR,2018,April,TXN1987
19-04-2018,Cash,Utilities,Kitchen,14,Expense,INR,2018,April,TXN1988
19-04-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,April,TXN1989
19-04-2018,Saving Bank account 1,Groceries,Eggs,36,Expense,INR,2018,April,TXN1990
20-04-2018,Saving Bank account 1,Groceries,Dinner,70,Expense,INR,2018,April,TXN1991
21-04-2018,Cash,Groceries,curd,20,Expense,INR,2018,April,TXN1992
21-04-2018,Cash,Groceries,Ice cream,160,Expense,INR,2018,April,TXN1993
22-04-2018,Cash,Utilities,Kirana,190,Expense,INR,2018,April,TXN1994
22-04-2018,Cash,Groceries,vegetables,10,Expense,INR,2018,April,TXN1995
22-04-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,April,TXN1996
23-04-2018,Cash,Utilities,No notes available!,500,Expense,INR,2018,April,TXN1997
23-04-2018,Saving Bank account 1,Utilities,Kirana,38,Expense,INR,2018,April,TXN1998
24-04-2018,Credit Card,Communication,Tata Sky,157,Expense,INR,2018,April,TXN1999
25-04-2018,Cash,Groceries,Lunch,70,Expense,INR,2018,April,TXN2000
26-04-2018,Cash,Groceries,snacks,30,Expense,INR,2018,April,TXN2001
26-04-2018,Cash,Healthcare,Pocket money,1000,Expense,INR,2018,April,TXN2002
26-04-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,April,TXN2003
27-04-2018,Cash,Utilities,Kirana,295,Expense,INR,2018,April,TXN2004
28-04-2018,Credit Card,Groceries,Dinner,413,Expense,INR,2018,April,TXN2005
28-04-2018,Cash,Healthcare,Pocket money,500,Expense,INR,2018,April,TXN2006
29-04-2018,Saving Bank account 1,Salary,No notes available!,65134,Income,INR,2018,April,TXN2007
29-04-2018,Saving Bank account 1,Groceries,beverage,40,Expense,INR,2018,April,TXN2008
30-04-2018,Cash,Miscellaneous,No notes available!,500,Expense,INR,2018,April,TXN2009
30-04-2018,Cash,Groceries,Milk,72,Expense,INR,2018,April,TXN2010
30-04-2018,Cash,Groceries,Biscuits,45,Expense,INR,2018,April,TXN2011
30-04-2018,Credit Card,Communication,Tata Sky,176,Expense,INR,2018,April,TXN2012
30-04-2018,Cash,Utilities,Kirana,165,Expense,INR,2018,April,TXN2013
30-04-2018,Cash,Groceries,snacks,72,Expense,INR,2018,April,TXN2014
01-05-2018,Cash,Groceries,Milk,72,Expense,INR,2018,May,TXN2015
01-05-2018,Saving Bank account 1,Healthcare,Medicine,43,Expense,INR,2018,May,TXN2016
01-05-2018,Saving Bank account 1,Healthcare,Medicine,122,Expense,INR,2018,May,TXN2017
01-05-2018,Saving Bank account 1,Miscellaneous,Home,10000,Expense,INR,2018,May,TXN2018
01-05-2018,Cash,Healthcare,Pocket money,260,Expense,INR,2018,May,TXN2019
02-05-2018,Saving Bank account 1,Groceries,fruits,280,Expense,INR,2018,May,TXN2020
03-05-2018,Saving Bank account 1,Groceries,snacks,40,Expense,INR,2018,May,TXN2021
04-05-2018,Cash,Utilities,Kirana,37,Expense,INR,2018,May,TXN2022
04-05-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,May,TXN2023
05-05-2018,Cash,Healthcare,Pocket money,600,Expense,INR,2018,May,TXN2024
06-05-2018,Saving Bank account 1,Miscellaneous,No notes available!,3000,Income,INR,2018,May,TXN2025
07-05-2018,Credit Card,Utilities,Toiletries,1086,Expense,INR,2018,May,TXN2026
07-05-2018,Cash,Transportation,Bike,20,Expense,INR,2018,May,TXN2027
07-05-2018,Saving Bank account 1,Groceries,Lunch,430,Expense,INR,2018,May,TXN2028
07-05-2018,Cash,Groceries,Milk,72,Expense,INR,2018,May,TXN2029
07-05-2018,Saving Bank account 1,Communication,Mahanagar Gas,515,Expense,INR,2018,May,TXN2030
08-05-2018,Cash,Discretionary,grooming,50,Expense,INR,2018,May,TXN2031
08-05-2018,Saving Bank account 1,Groceries,Milk,72,Expense,INR,2018,May,TXN2032
08-05-2018,Cash,Groceries,Sweets,500,Expense,INR,2018,May,TXN2033
09-05-2018,Credit Card,Communication,Netflix,199,Expense,INR,2018,May,TXN2034
09-05-2018,Cash,Groceries,Milk,36,Expense,INR,2018,May,TXN2035
